•¶Žš—ñ,Œ‹‰Ê,beatles‚ÌŠm—¦,rolling stones‚ÌŠm—¦
gfggffgffg,rolling stones,0.0002446091786117731,0.0003995808713288704
gfggffgfgf,rolling stones,0.00021790037737012198,0.0004020313917813762
gfggffgfgg,beatles,0.000860094482773658,0.00010092056646400002
gfggffggff,rolling stones,0.00020524494811617367,0.000412650651089613
gfggffggfg,beatles,0.0008071079549302607,0.00010348200984094716
gfggffgggf,beatles,0.0007984890242413861,0.0001063594585332736
gfggffgggg,beatles,0.0031882446802468305,2.6985976885350404e-05
gfggfgffff,rolling stones,6.434208600198841e-05,0.001725118242818253
gfggfgfffg,rolling stones,0.0002065871111243076,0.0004316739643205632
gfggfgffgf,rolling stones,0.00017504889275374836,0.0004339260299450369
gfggfgffgg,beatles,0.0006865216917235473,0.00010887584819384321
gfggfgfgff,rolling stones,0.00015961410700905993,0.0004417846804135938
gfggfgfgfg,beatles,0.0006239761455777897,0.00011074669503447042
gfggfgfggf,beatles,0.0006150205109583433,0.00011314654422138886
gfggfgfggg,beatles,0.0024549789312903153,2.863694777221121e-05
gfggfggfff,rolling stones,0.0001545476323412748,0.00047954784334919715
gfggfggffg,beatles,0.000597525795141237,0.00012016420926392327
gfggfggfgf,beatles,0.0005848178816077365,0.00012200164525864971
gfggfggfgg,beatles,0.00233296356328078,3.0796147802214425e-05
gfggfgggff,beatles,0.0005794552695448969,0.00013169960528404482
gfggfgggfg,beatles,0.0023082541572527456,3.315794849259521e-05
gfggfggggf,beatles,0.0023024321454900723,3.55389240045568e-05
gfggfggggg,beatles,0.009204209960984953,9.194297815859198e-06
gfgggfffff,rolling stones,8.267604238513725e-05,0.0023380408191294977
gfgggffffg,rolling stones,0.00023718530059223082,0.0005849046224833024
gfgggfffgf,rolling stones,0.0001790553581670476,0.000587116735268608
gfgggfffgg,beatles,0.0006912605068842963,0.00014717065158476798
gfgggffgff,rolling stones,0.0001504481407349192,0.0005943174473870846
gfgggffgfg,beatles,0.0005758100182943789,0.00014887656524907516
gfgggffggf,beatles,0.0005596757562987162,0.0001511674926102016
gfgggffggg,beatles,0.0022299574851465747,3.8132313112422404e-05
gfgggfgfff,rolling stones,0.00013790247893217405,0.0006229183096046078
gfgggfgffg,beatles,0.0005215316070883862,0.000156003619211008
gfgggfgfgf,beatles,0.0005029709748844693,0.00015773024640394238
gfgggfgfgg,beatles,0.0020031015522260793,3.97183557715456e-05
gfgggfggff,beatles,0.0004946156052598698,0.0001658463816818176
gfgggfggfg,beatles,0.0019667435993934055,4.168427852784639e-05
gfgggfgggf,beatles,0.0019595876877695883,4.379336369536004e-05
gfgggfgggg,beatles,0.007832369458737535,1.1232038701312007e-05
gfggggffff,rolling stones,0.00014345900680535638,0.0007813305926576127
gfggggfffg,beatles,0.0005196188841348596,0.00019560120639262722
gfggggffgf,beatles,0.000486131998864291,0.00019718865870991365
gfggggffgg,beatles,0.0019290442141428616,4.9569635977830396e-05
gfggggfgff,beatles,0.0004700682523866313,0.00020342480284026886
gfggggfgfg,beatles,0.0018631459631593473,5.10655194176512e-05
gfggggfggf,beatles,0.001852658864888063,5.2847054632652817e-05
gfggggfggg,beatles,0.007403413731375695,1.3463787698483203e-05
gfgggggfff,beatles,0.0004677608334132126,0.00024144440543503366
gfgggggffg,beatles,0.0018405954888658445,6.055470255447039e-05
gfgggggfgf,beatles,0.0018220348509100333,6.195735160038401e-05
gfgggggfgg,beatles,0.007278014269695527,1.5704584315648002e-05
gfggggggff,beatles,0.0018148376266866608,7.069117653575684e-05
gfggggggfg,beatles,0.007242473665224992,1.7845826271539216e-05
gfgggggggf,beatles,0.007232309723011838,1.98348738712576e-05
gfgggggggg,beatles,0.028918416403010017,5.204701626470403e-06
ggffffffff,rolling stones,0.00016743302502747012,0.021659481122039
ggfffffffg,rolling stones,0.0003909672628195302,0.005415739480439607
ggffffffgf,rolling stones,0.0002170745497799151,0.005420555835229391
ggffffffgg,rolling stones,0.000796882161281798,0.0013559975116951557
ggfffffgff,rolling stones,0.00013060375876297053,0.005435456402350492
ggfffffgfg,rolling stones,0.00044990725605165616,0.001359514504429159
ggfffffggf,rolling stones,0.00040462401791514535,0.0013644042722971658
ggfffffggg,beatles,0.001597884930544019,0.0003418370984538114
ggffffgfff,rolling stones,8.90136674617773e-05,0.0054849422081548315
ggffffgffg,rolling stones,0.0002795921014209912,0.0013718361279127559
ggffffgfgf,rolling stones,0.00023190930067326632,0.0013754847644164105
ggffffgfgg,beatles,0.0009077219118990754,0.0003444876613525506
ggffffggff,rolling stones,0.0002090211355683625,0.0013910492186718214
ggffffggfg,beatles,0.0008127517391389443,0.00034823879308779537
ggffffgggf,beatles,0.0007981437032906148,0.0003524917196812289
ggffffgggg,beatles,0.0031837813833532737,8.871101390725126e-05
ggfffgffff,rolling stones,7.254880674577569e-05,0.005650328495859099
ggfffgfffg,rolling stones,0.0002040170721916886,0.0014131765395810308
ggfffgffgf,rolling stones,0.00015029747090163163,0.0014165494147667978
ggfffgffgg,beatles,0.0005789111411306725,0.00035473013355089944
ggfffgfgff,rolling stones,0.000123729898857268,0.0014280435044730887
ggfffgfgfg,beatles,0.0004718440500901021,0.00035746203393126417
ggfffgfggf,beatles,0.0004574594134591851,0.0003610209676896257
ggfffgfggg,beatles,0.0018228201822495778,9.077794875043846e-05
ggfffggfff,rolling stones,0.00011409667451493723,0.0014800752240160776
ggfffggffg,beatles,0.00042468475999023105,0.00037043509707857935
ggfffggfgf,beatles,0.00040496682205054773,0.0003731461094576129
ggfffggfgg,beatles,0.0016111474184864975,9.372707567902726e-05
ggfffgggff,beatles,0.0003963119285245995,0.0003869212620752897
ggfffgggfg,beatles,0.0015721476048391003,9.707612495933443e-05
ggfffggggf,beatles,0.0015639621303525355,0.00010052039107809284
ggfffggggg,beatles,0.006249043025716853,2.5582974615347204e-05
ggffgfffff,rolling stones,7.48051229873309e-05,0.006200457297230542
ggffgffffg,rolling stones,0.00019022292333682148,0.0015507236906386437
ggffgfffgf,rolling stones,0.0001222929265874685,0.0015541188647934985
ggffgfffgg,beatles,0.00046094908376262774,0.00038913286465546256
ggffgffgff,rolling stones,8.860996440734487e-05,0.0015648752328690694
ggffgffgfg,rolling stones,0.00032557229944141735,0.00039167600356894726
ggffgffggf,rolling stones,0.00030757755558343637,0.0003951539297655808
ggffgffggg,beatles,0.001221689311341255,9.930880971089922e-05
ggffgfgfff,rolling stones,7.297743180717413e-05,0.0016039343756133382
ggffgfgffg,rolling stones,0.00026019297941178623,0.0004014049911245825
ggffgfgfgf,rolling stones,0.00024048446283323895,0.0004040095459578881
ggffgfgfgg,beatles,0.000953335645016334,0.00010143815620556803
ggffgfggff,rolling stones,0.00023123800349625037,0.0004156613139278849
ggffgfggfg,beatles,0.000914304698354376,0.00010425339015915522
ggffgfgggf,beatles,0.0009077063812634365,0.00010735864915548163
ggffgfgggg,beatles,0.003626224471218906,2.7263301673062402e-05
ggffggffff,rolling stones,7.508046884466365e-05,0.0017793582786654208
ggffggfffg,rolling stones,0.00024842159241232045,0.00044525349821931525
ggffggffgf,rolling stones,0.0002161683805048653,0.00044764795426938884
ggffggffgg,beatles,0.0008507781855582235,0.00011232809789317122
ggffggfgff,rolling stones,0.00020041828397713687,0.0004564028917037057
ggffggfgfg,beatles,0.0007867751277939056,0.0001144187605264384
ggffggfggf,beatles,0.0007775520927223949,0.0001170217022445568
ggffggfggg,beatles,0.0031049389190903947,2.9630760941363193e-05
ggffgggfff,rolling stones,0.0001971907763173517,0.000503088105434829
ggffgggffg,beatles,0.0007629499088613531,0.00012606569823877124
ggffgggfgf,beatles,0.0007470153046957885,0.00012808060167669765
ggffgggfgg,beatles,0.00298032286774486,3.233840669808641e-05
ggffggggff,beatles,0.0007405673294855881,0.00013947894678753282
ggffggggfg,beatles,0.002949220958749781,3.512247999262721e-05
ggffgggggf,beatles,0.002941176422968533,3.783176398458881e-05
ggffgggggg,beatles,0.011756880596253648,9.802936153907202e-06
ggfgffffff,rolling stones,9.894250926985253e-05,0.007973023518787231
ggfgfffffg,rolling stones,0.0002367511386838038,0.0019939037717722633
ggfgffffgf,rolling stones,0.00013764845734168284,0.0019974974432639494
ggfgffffgg,beatles,0.0005093989142227495,0.0005000144991503875
ggfgfffgff,rolling stones,8.84987892079592e-05,0.002008667236860161
ggfgfffgfg,rolling stones,0.0003118923071271388,0.0005026516411256322
ggfgfffggf,rolling stones,0.0002856311153326458,0.0005063056383156737
ggfgfffggg,beatles,0.0011299401819482688,0.0001271257073749504
ggfgffgfff,rolling stones,6.528778316362844e-05,0.0020464730410213895
ggfgffgffg,rolling stones,0.00021580997252726767,0.0005120652584515073
ggfgffgfgf,rolling stones,0.0001876074104490085,0.0005147908371102211
ggfgffgfgg,beatles,0.0007382588793871881,0.00012915724824017922
ggfgffggff,rolling stones,0.00017429368684882004,0.0005265396058763778
ggfgffggfg,beatles,0.0006823133514644301,0.00013199033326320638
ggfgffgggf,beatles,0.0006730695915756835,0.0001351827605006848
ggfgffgggg,beatles,0.0026860487391330767,3.42358207677952e-05
ggfgfgffff,rolling stones,5.767110173359803e-05,0.0021826618501649925
ggfgfgfffg,rolling stones,0.0001766153690065221,0.00054610540212352
ggfgfgffgf,rolling stones,0.00014302984780895482,0.0005486121438486017
ggfgfgffgg,beatles,0.0005575809245815573,0.00013759251657610242
ggfgfgfgff,rolling stones,0.00012659171722202646,0.0005572904802870786
ggfgfgfgfg,beatles,0.00049096035301244,0.0001396573879108096
ggfgfgfggf,beatles,0.000481425411279521,0.00014231975448448004
ggfgfgfggg,beatles,0.0019202836171768821,3.5969369042175997e-05
ggfgfggfff,rolling stones,0.00012136885021120125,0.0005981933672444419
ggfgfggffg,beatles,0.00046306385991732696,0.00014985715935370245
ggfgfggfgf,beatles,0.0004492651018495539,0.00015189190953518084
ggfgfggfgg,beatles,0.0017902740441523063,3.830151846353921e-05
ggfgfgggff,beatles,0.00044346389281135464,0.000162498754061056
ggfgfgggfg,beatles,0.0017634011683412333,4.088324834944e-05
ggfgfggggf,beatles,0.001757015519952511,4.3502834446489606e-05
ggfgfggggg,beatles,0.007022021394529817,1.12175569467904e-05
ggfggfffff,rolling stones,7.640054093530683e-05,0.002772169753544397
ggfggffffg,rolling stones,0.00020764608670228527,0.0006934841520212992
ggfggfffgf,rolling stones,0.00014675054710129405,0.000695956021227213
ggfggfffgg,beatles,0.0005608919281608662,0.00017442701006878725
ggfggffgff,rolling stones,0.00011677230271492565,0.0007039299706756097
ggfggffgfg,beatles,0.0004399287077795885,0.0001763148522271744
ggfggffggf,beatles,0.00042305855353125385,0.00017886544231905283
ggfggffggg,beatles,0.0016831342604001814,4.509624381982721e-05
ggfggfgfff,rolling stones,0.00010360787896914042,0.0007347060702588929
ggfggfgffg,beatles,0.00038301511711503566,0.0001839829207785472
ggfggfgfgf,beatles,0.0003636198312376469,0.00018590110446223358
ggfggfgfgg,beatles,0.001445344189664646,4.6793917214310394e-05
ggfggfggff,beatles,0.0003548771456296873,0.00019477323080058876
ggfggfggfg,beatles,0.0014073250897369317,4.894122324613119e-05
ggfggfgggf,beatles,0.0013998764852342662,5.126567855073281e-05
ggfggfgggg,beatles,0.005593319183785751,1.3130540855603203e-05
ggfgggffff,rolling stones,0.00010963343782344282,0.0008951908362866177
ggfgggfffg,beatles,0.00038140450431318925,0.00022409808317424643
ggfgggffgf,beatles,0.00034609937187154863,0.00022586090269588485
ggfgggffgg,beatles,0.0013681726220825482,5.67690452081152e-05
ggfgggfgff,beatles,0.00032913944278652885,0.00023262766521472004
ggfgggfgfg,beatles,0.0012986438016679939,5.8389928435456004e-05
ggfgggfggf,beatles,0.0012876640890394605,6.03478330579456e-05
ggfgggfggg,beatles,0.0051431954661339905,1.5365664183654404e-05
ggfggggfff,beatles,0.0003267268966873502,0.00027225736259092493
ggfggggffg,beatles,0.0012748591257898513,6.827973417963523e-05
ggfggggfgf,beatles,0.0012552976455215917,6.981286847303683e-05
ggfggggfgg,beatles,0.005010633277680066,1.7690690724659206e-05
ggfgggggff,beatles,0.001247697485483179,7.908026243752967e-05
ggfgggggfg,beatles,0.0049731048120869705,1.996021491543042e-05
ggfggggggf,beatles,0.004962427288007385,2.2098354780620813e-05
ggfggggggg,beatles,0.019838415216136135,5.791428291123204e-06
gggfffffff,rolling stones,0.00014761005968695338,0.013263885556775377
gggffffffg,rolling stones,0.000345983530994255,0.0033166449940198925
gggfffffgf,rolling stones,0.00019364321851255014,0.003320378155643547
gggfffffgg,rolling stones,0.0007111836351262504,0.0008307599330297347
gggffffgff,rolling stones,0.00011810289446394652,0.0033319363483437577
gggffffgfg,rolling stones,0.00040758698557432,0.0008334881585761795
gggffffggf,rolling stones,0.00036713332972517073,0.000837279242955213
gggffffggg,beatles,0.0014490624862218556,0.00020989034894494725
gggfffgfff,rolling stones,8.247684086377565e-05,0.003370442803697306
gggfffgffg,rolling stones,0.0002599553886486885,0.0008430760401401344
gggfffgfgf,rolling stones,0.00021640743099897322,0.0008459047542438402
gggfffgfgg,beatles,0.0008469749713689355,0.000211953968125696
gggfffggff,rolling stones,0.0001958798356656648,0.0008579919898259969
gggfffggfg,beatles,0.0007604875721104972,0.00021486733188152323
gggfffgggf,beatles,0.0007461045074290465,0.00021816715987624965
gggfffgggg,beatles,0.00297474116128432,5.499786713021439e-05
gggffgffff,rolling stones,7.016316264526526e-05,0.003500871204019151
gggffgfffg,rolling stones,0.00019839237498522278,0.0008756776948675077
gggffgffgf,rolling stones,0.00014722716116659956,0.0008782891313847811
gggffgffgg,beatles,0.0005671004359348242,0.00022003105883345927
gggffgfgff,rolling stones,0.00012209954294255124,0.000887212539695258
gggffgfgfg,beatles,0.0004654224567740274,0.00022215237632496648
gggffgfggf,beatles,0.00045115515080200436,0.00022491107339668494
gggffgfggg,beatles,0.0017968898128718075,5.663267112555522e-05
gggffggfff,rolling stones,0.00011414066352276611,0.0009278966607467013
gggffggffg,beatles,0.0004227575991374744,0.00023229640221137933
gggffggfgf,beatles,0.00040184321465139733,0.00023439908839490572
gggffggfgg,beatles,0.0015975363620142715,5.8941100221798414e-05
gggffgggff,beatles,0.00039298876775431757,0.0002451305839287809
gggffgggfg,beatles,0.0015565205175708773,6.155069652689923e-05
gggffggggf,beatles,0.0015469801304550204,6.422824787246082e-05
gggffggggg,beatles,0.006179213238186383,1.6408674520115208e-05
gggfgfffff,rolling stones,7.710935848441403e-05,0.003960369041985436
gggfgffffg,rolling stones,0.0001977533020371463,0.000990559861500007
gggfgfffgf,rolling stones,0.00012894299248389878,0.0009931673428741127
gggfgfffgg,beatles,0.0004862714325515734,0.0002487548512138241
gggfgffgff,rolling stones,9.506291337241045e-05,0.0010014560371545095
gggfgffgfg,beatles,0.0003495747821466157,0.0002507151062490113
gggfgffggf,beatles,0.00033050918367837697,0.0002533900411749378
gggfgffggg,beatles,0.0013117602494320663,6.374739584112644e-05
gggfgfgfff,rolling stones,8.009402881766525e-05,0.0010319068292638726
gggfgfgffg,beatles,0.00028508635174062327,0.00025830043097190415
gggfgfgfgf,beatles,0.0002632794334641302,0.00026030585587363857
gggfgfgfgg,beatles,0.001042935525663571,6.541157534248963e-05
gggfgfggff,rolling stones,0.00025343223120529053,0.0002693316636199937
gggfgfggfg,beatles,0.0010001286352155359,6.759303771351043e-05
gggfgfgggf,beatles,0.0009917874946585349,6.999108629862404e-05
gggfgfgggg,beatles,0.003960294669674954,1.782438062540801e-05
gggfggffff,rolling stones,8.443451515484762e-05,0.0011730245655981574
gggfggfffg,rolling stones,0.00027814577352309664,0.00029357394117944334
gggfggffgf,rolling stones,0.00024131132841995176,0.00029541723783592974
gggfggffgg,beatles,0.000948353295004353,7.417416744125445e-05
gggfggfgff,rolling stones,0.00022359842570805215,0.0003022189474267649
gggfggfgfg,beatles,0.0008757895880054784,7.579940246379524e-05
gggfggfggf,beatles,0.0008643792979610092,7.781144032199682e-05
gggfggfggg,beatles,0.003449815459129117,1.9742312411699204e-05
gggfgggfff,rolling stones,0.0002207740537266332,0.0003391747384784897
gggfgggffg,beatles,0.0008504389735519745,8.501967322685444e-05
gggfgggfgf,beatles,0.0008304995026229795,8.658076501196801e-05
gggfgggfgg,beatles,0.003311274881576944,2.1890885223424005e-05
gggfggggff,beatles,0.000822715828411447,9.552539046446086e-05
gggfggggfg,beatles,0.003272996704648171,2.407677352299521e-05
gggfgggggf,beatles,0.0032622057240563607,2.6190571241113614e-05
gggfgggggg,beatles,0.01303745948406279,6.815785809254405e-06
ggggffffff,rolling stones,0.00011778084570640444,0.005834927057920463
ggggfffffg,rolling stones,0.0002837243494909318,0.0014592064371492359
ggggffffgf,rolling stones,0.00016717862159669236,0.0014618420099557889
ggggffffgg,beatles,0.0006189420705879634,0.0003659297555994113
ggggfffgff,rolling stones,0.00010972171843880404,0.0014700671973331457
ggggfffgfg,beatles,0.00038727906167740616,0.00036787244185123853
ggggfffggf,rolling stones,0.00035514369206983946,0.000370557362032077
ggggfffggg,beatles,0.00140350605978006,9.304262175800326e-05
ggggffgfff,rolling stones,8.370872278101881e-05,0.0014983245845759492
ggggffgffg,rolling stones,0.0002767982767408534,0.0003749094464614913
ggggffgfgf,rolling stones,0.00024082305034423248,0.00037691631338613755
ggggffgfgg,beatles,0.0009470120082605232,9.456698062320642e-05
ggggffggff,rolling stones,0.000224416733412593,0.0003856275388707329
ggggffggfg,beatles,0.0008760538532492894,9.666842401438724e-05
ggggffgggf,beatles,0.0008626683592435362,9.902705480442886e-05
ggggffgggg,beatles,0.003440183202792656,2.508132941470721e-05
ggggfgffff,rolling stones,7.783009162732121e-05,0.0016055246376795145
ggggfgfffg,rolling stones,0.00023755186370700676,0.00040170492206295075
ggggfgffgf,rolling stones,0.00019191030830613412,0.0004035550603967489
ggggfgffgg,beatles,0.0007469374153904263,0.00010121261632645124
ggggfgfgff,rolling stones,0.00016984840139743466,0.0004100285434378243
ggggfgfgfg,beatles,0.000656883227892352,0.00010275405841715207
ggggfgfggf,beatles,0.0006430361220507309,0.00010472824612188165
ggggfgfggg,beatles,0.002563126205048898,2.6470074518118417e-05
ggggfggfff,rolling stones,0.0001644426333302557,0.0004413344250009088
ggggfggffg,beatles,0.0006221590889262087,0.00011056153126405118
ggggfggfgf,beatles,0.0006003869413048612,0.0001120747574076928
ggggfggfgg,beatles,0.0023900331547789667,2.8262026698803197e-05
ggggfgggff,beatles,0.0005916546556333289,0.00012009109927874564
ggggfgggfg,beatles,0.0023481145473541933,3.0214625229414404e-05
ggggfggggf,beatles,0.0023369302967268155,3.2179425013964816e-05
ggggfggggg,beatles,0.009336239461902275,8.300050115379205e-06
gggggfffff,rolling stones,0.00010240301985018843,0.002137737976465102
gggggffffg,rolling stones,0.00028050203799210774,0.0005347585134779395
gggggfffgf,rolling stones,0.00020055034973417892,0.000536577601061786
gggggfffgg,beatles,0.0007662549586276935,0.0001344661852355585
gggggffgff,rolling stones,0.00016162493298411937,0.0005425205897617411
gggggffgfg,beatles,0.0006082308171705793,0.00013587463325777924
gggggffggf,beatles,0.0005845583182180535,0.00013776201437102085
gggggffggg,beatles,0.002323476257473181,3.4720777528115215e-05
gggggfgfff,rolling stones,0.00014581974106870035,0.0005663842615277058
gggggfgffg,beatles,0.0005365076948090757,0.00014182180162339842
gggggfgfgf,beatles,0.0005078321330570244,0.000143247205111552
gggggfgfgg,beatles,0.0020167319008110125,3.604747013248001e-05
gggggfggff,beatles,0.000495525183272052,0.00014998359475732481
gggggfggfg,beatles,0.001961143396538078,3.767964958597121e-05
gggggfgggf,beatles,0.0019484488298037628,3.942565377064961e-05
gggggfgggg,beatles,0.0077817882070953925,1.0090931749478403e-05
ggggggffff,rolling stones,0.00015525073192116602,0.0007014644791395331
ggggggfffg,beatles,0.0005383183967200742,0.00017558753313310727
ggggggffgf,beatles,0.0004875715208866347,0.0001768997691685888
ggggggffgg,beatles,0.0019251532767518781,4.444987374622721e-05
ggggggfgff,beatles,0.0004636637682365225,0.00018209671743708156
ggggggfgfg,beatles,0.0018261515600149852,4.5697155760998405e-05
ggggggfggf,beatles,0.0018088542401037775,4.717565577210882e-05
ggggggfggg,beatles,0.007221764244866464,1.2002650635315201e-05
gggggggfff,beatles,0.00046117501766462527,0.00021421315991034881
gggggggffg,beatles,0.001794343368023264,5.371337568670721e-05
gggggggfgf,beatles,0.0017639755721697626,5.488016152898563e-05
gggggggfgg,beatles,0.00703777779313082,1.3898555406182405e-05
ggggggggff,beatles,0.0017525776781654682,6.221598637588486e-05
ggggggggfg,beatles,0.006980589279653603,1.569771035217921e-05
gggggggggf,beatles,0.006963003087581968,1.73615408805888e-05
gggggggggg,beatles,0.02783212527677381,4.5455586885632e-06
